,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
23,2018-09-30 00:00:00-04:00,37.83437516685006,43.12779607765737,37.53746991952352,42.75454330444336,799855000,0.78,0.0
24,2018-12-31 00:00:00-05:00,43.00216731621539,43.55402938610491,38.30271173769155,39.09601593017578,987431500,0.0,0.0
25,2019-03-31 00:00:00-04:00,39.20811439483359,43.02803861017308,38.46654849632779,42.364078521728516,860246300,0.4,0.0
26,2019-06-30 00:00:00-04:00,42.75999976470166,48.135443467211836,42.63822649604815,47.8745002746582,778176800,0.4,0.0
27,2019-09-30 00:00:00-04:00,48.19563124470768,49.019636838752746,45.21518313111544,46.81060028076172,688372100,0.8,0.0
28,2019-12-31 00:00:00-05:00,47.433886069080486,53.49211621011186,45.8859704482464,47.585121154785156,763046500,0.0,0.0
29,2020-03-31 00:00:00-04:00,47.976550358347126,52.48686176756464,32.266076276883865,41.526893615722656,1471415000,0.41,0.0
30,2020-06-30 00:00:00-04:00,41.87313515150441,44.93330199557301,39.046293315844004,44.448699951171875,1020649800,0.41,0.0
31,2020-09-30 00:00:00-04:00,44.65329584913104,49.46183134575509,42.8331129745246,46.72703170776367,973159800,0.82,0.0
32,2020-12-31 00:00:00-05:00,47.97145385188033,50.53839673129462,44.263649810314575,45.07329559326172,1061757700,0.0,0.0
33,2021-03-31 00:00:00-04:00,45.487310519590906,51.25602948606347,45.45051115478756,50.86960983276367,1032898900,0.42,0.0
34,2021-06-30 00:00:00-04:00,51.33940958362025,53.39892443059455,49.678809838337884,52.239288330078125,819578000,0.42,0.0
35,2021-09-30 00:00:00-04:00,52.69833484335638,53.427398980817735,48.97823295297543,49.024967193603516,952990100,0.84,0.0
36,2021-12-31 00:00:00-05:00,50.28101341571419,59.695655868208064,49.61667313529744,59.069278717041016,1230678400,0.0,0.0
37,2022-03-31 00:00:00-04:00,58.97436773956729,63.77659110153809,54.57074635230865,60.15119934082031,1206395600,0.44,0.0
38,2022-06-30 00:00:00-04:00,60.649899893897896,62.61036163248208,55.7057201327621,59.014591217041016,852131500,0.44,0.0
39,2022-09-30 00:00:00-04:00,59.31574953314074,61.338532576452174,52.033723963239105,61.2711067199707,913493900,0.88,0.0
40,2022-12-31 00:00:00-05:00,62.155538869682,63.22061211441557,57.53369218551132,58.14928436279297,772611800,0.0,0.0
41,2023-03-31 00:00:00-04:00,57.777972493055486,63.50397837082774,57.03534807687793,58.29585266113281,844550400,0.46,0.0
42,2023-06-30 00:00:00-04:00,59.01870650921711,62.29752541553918,57.93561527478035,58.910400390625,780274100,0.46,0.0
43,2023-09-30 00:00:00-04:00,59.52771844065884,59.65669622365465,51.144230669998635,56.29338073730469,739416700,0.46,0.0
44,2023-12-31 00:00:00-05:00,57.400001525878906,57.59000015258789,56.70000076293945,56.7400016784668,13914278,0.0,0.0
